id,premise,hypothesis,label_string,label
Kd2V3pyWNq,Losses are possible because a successful cyberattack can result not only in financial losses and liability risk but also reputational damage.,A company may suffer reputational damage following a cyberattack.,entailment,1
rbyjUP1eQZ,Goodwill has an indefinite useful life and is therefore not amortized.,Goodwill is amortized over a defined period due to its finite useful life.,factive_antonymity,2
v2TsGZPC1H,Audit procedures are performed on the prospective information presented by the legal representatives in the group management report.,The group's financial performance for the next fiscal year will show significant improvement.,neutral,6
inS5pXG7Kv,"In the Supply Chain Solutions segment, the value of order intake went up by 14.3 per cent, primarily driven by a robust performance in the second half of the year.","The substantial increase in the value of order intake in the Supply Chain Solutions segment was chiefly due to performance improvements in the first quarter, before any notable achievements in the latter part of the year.",temporal,9
i2x2xAxD7n,That would be the single biggest one that affects us.,It significantly impacts us.,entailment,1
rjPWzcbDJE,The auditors reviewed this report and issued an auditors’ report.,The auditors disregarded this report and did not issue any auditors’ report.,factive_antonymity,2
nRYDUqZ5XI,Free cash flow – the sum of cash flow from operating activities and investing activities – came to €543.8 million.,"The total free cash flow, combining cash flow from operating and investing activities, was reported as €620.4 million.",numeric,7
VOH2yHEsIw,This is due in large part to the growth in the volume of new truck business and the rise in the contribution from the service business compared to the past.,The service business has become more significant in contributing to overall growth.,entailment,1
tyZghhD5pm,"Across the segments, the Group is moving forward with multi-brand solutions built on the use of networked trucks and AMRs and including a shared software platform and integrated services.",The Group is employing advanced technologies to enhance its logistic solutions.,entailment,1
c5a8yc0I4z,"On cross-border issues, the European Works Council represents the interests of employees in the European Union.","On cross-border issues, the European Works Council ignores the interests of employees in the European Union.",factive_antonymity,2
NsBM4Aw4w1,"It includes further-reaching objectives and initiatives focusing on people, products, and processes that will be defined in more detail in 2022.","It includes further-reaching objectives and initiatives focusing on people, products, and processes that will be defined in more detail in 2022.",entailment,1
qqOyz1ZEAP,Location-based emission factors for purchased electrical energy are retrieved from the ecoinvent database (year-specific versions).,Location-based emission factors for purchased electrical energy are omitted from the ecoinvent database (year-specific versions).,factive_antonymity,2
qVs8CHOxNd,"These and other risks and uncertainties are set forth in the 2022 group management report, which has been combined with the Company’s management report.",The 2022 group management report includes information about risks and uncertainties facing the Company.,entailment,1
p6YT3TF0vq,The fair value of the currency forwards was calculated using the present value method based on forward rates.,The portfolio manager decided to increase the investment in currency forwards based on recent market trends.,neutral,6
vGkXpeXEpy,"In 2022, total income of €22.1 million for twelve months was recognized for share-based remuneration (2021: total expense of €40.5 million). ",The company reported a decrease in expenses related to share-based remuneration in 2022 compared to 2021.,entailment,1
6FczIKg0gn,Acting responsibly as a business and recognizing our responsibility to society are key principles by which we operate.,Acting responsibly towards profit maximization and recognizing our responsibility to shareholders are key principles by which we operate.,structure,8
BLJVQtysCs,"The Supervisory Board considers five of the eight shareholder representatives to currently be independent of the anchor investor Weichai: Hans Peter Ring, Birgit A. Behrendt, Dr. Alexander Dibelius, Dr. Nicolas Peter, and Dr. Christina Reuter. ",Hans Peter Ring is considered independent of the anchor investor Weichai by the Supervisory Board.,entailment,1
